linha,sku,nome,motivo,erro
277,3038,Cama 3 em 1 Pet Conrado M,DUPLICADO,SKU 3038 já existe (ID: 444)
278,6057,Cama 3 em 1 Tunel Cedro Tropical MR 52x52x50cm,DUPLICADO,SKU 6057 já existe (ID: 445)
279,3497,Cama Animal Print G Pet Cao,DUPLICADO,SKU 3497 já existe (ID: 446)
280,3496,Cama Animal Print M Pet Cao,DUPLICADO,SKU 3496 já existe (ID: 447)
281,3495,Cama Animal Print P Pet Cao,DUPLICADO,SKU 3495 já existe (ID: 448)
282,2279,Cama Berço,DUPLICADO,SKU 2279 já existe (ID: 449)
283,2881,Cama Brinde Sampa GG,DUPLICADO,SKU 2881 já existe (ID: 450)
284,1384,Cama Cabana Tactel N2,DUPLICADO,SKU 1384 já existe (ID: 451)
285,1385,Cama Cabana Tactel N3,DUPLICADO,SKU 1385 já existe (ID: 452)
286,4959,Cama de Fibra G,DUPLICADO,SKU 4959 já existe (ID: 453)
287,4958,Cama de Fibra M,DUPLICADO,SKU 4958 já existe (ID: 454)
288,4957,Cama de Fibra P,DUPLICADO,SKU 4957 já existe (ID: 455)
289,6048,Cama Diva Luxo Cinza 43X71X25cm,DUPLICADO,SKU 6048 já existe (ID: 456)
290,6049,Cama Diva Luxo Marrom 43X71X25cm,DUPLICADO,SKU 6049 já existe (ID: 457)
291,6050,Cama Diva Siesta Cinza 52X74X33cm,DUPLICADO,SKU 6050 já existe (ID: 458)
292,1078,Cama estilo Casinha My World Pet Snoop 1,DUPLICADO,SKU 1078 já existe (ID: 459)
293,5582,Cama Europa Fastpet N01 C31xL37,DUPLICADO,SKU 5582 já existe (ID: 460)
294,5583,Cama Europa Fastpet N02 C36xL46,DUPLICADO,SKU 5583 já existe (ID: 461)
295,5584,Cama Europa Fastpet N03 C42xL51,DUPLICADO,SKU 5584 já existe (ID: 462)
296,5585,Cama Europa Fastpet N04 C48xL57,DUPLICADO,SKU 5585 já existe (ID: 463)
297,5586,Cama Europa Fastpet N05 C55xL61,DUPLICADO,SKU 5586 já existe (ID: 464)
298,241,Cama Europa Gorgurinho Tamanho  01 Sonecao,DUPLICADO,SKU 241 já existe (ID: 465)
299,242,Cama Europa Gorgurinho Tamanho  02 Sonecao,DUPLICADO,SKU 242 já existe (ID: 466)
300,243,Cama Europa Gorgurinho Tamanho  03 Sonecao,DUPLICADO,SKU 243 já existe (ID: 467)
301,244,Cama Europa Gorgurinho Tamanho  04 Sonecao,DUPLICADO,SKU 244 já existe (ID: 468)
302,245,Cama Europa Gorgurinho Tamanho  05 Sonecao,DUPLICADO,SKU 245 já existe (ID: 469)
303,5575,Cama Europa Mundo Animal N01 C34xL36,DUPLICADO,SKU 5575 já existe (ID: 470)
304,5576,Cama Europa Mundo Animal N02 C39xL41,DUPLICADO,SKU 5576 já existe (ID: 471)
305,5577,Cama Europa Mundo Animal N03 C44xL48,DUPLICADO,SKU 5577 já existe (ID: 472)
306,5578,Cama Europa Mundo Animal N04 C50xL54,DUPLICADO,SKU 5578 já existe (ID: 473)
307,5579,Cama Europa Mundo Animal N05 C44xL52,DUPLICADO,SKU 5579 já existe (ID: 474)
308,5580,Cama Europa Mundo Animal N06 C67xL70,DUPLICADO,SKU 5580 já existe (ID: 475)
309,5416,Cama Europa N1 Fatima Criadora,DUPLICADO,SKU 5416 já existe (ID: 476)
310,5417,Cama Europa N2 Fatima Criadora,DUPLICADO,SKU 5417 já existe (ID: 477)
311,5418,Cama Europa N3 Fatima Criadora,DUPLICADO,SKU 5418 já existe (ID: 478)
312,249,Cama Europa Nylon com Laco N01 Sonecao,DUPLICADO,SKU 249 já existe (ID: 479)
313,250,Cama Europa Nylon com Laco N02 Sonecao,DUPLICADO,SKU 250 já existe (ID: 480)
314,251,Cama Europa Nylon com Laco N03 Sonecao,DUPLICADO,SKU 251 já existe (ID: 481)
315,252,Cama Europa Nylon com Laco N04 Sonecao,DUPLICADO,SKU 252 já existe (ID: 482)
316,253,Cama Europa Nylon com Laco N05 Sonecao,DUPLICADO,SKU 253 já existe (ID: 483)
317,2375,Cama Europa Stander Redonda G Pet Cao,DUPLICADO,SKU 2375 já existe (ID: 484)
318,2376,Cama Europa Stander Redonda GG Pet Cao,DUPLICADO,SKU 2376 já existe (ID: 485)
319,2374,Cama Europa Stander Redonda M Pet Cao,DUPLICADO,SKU 2374 já existe (ID: 486)
320,2373,Cama Europa Stander Redonda P Pet Cao,DUPLICADO,SKU 2373 já existe (ID: 487)
321,1539,Cama Europa Tecido Lona Redonda N1 Animals Pet,DUPLICADO,SKU 1539 já existe (ID: 488)
322,1540,Cama Europa Tecido Lona Redonda N2 Animals Pet,DUPLICADO,SKU 1540 já existe (ID: 489)
323,1541,Cama Europa Tecido Lona Redonda N3 Animals Pet,DUPLICADO,SKU 1541 já existe (ID: 490)
324,1542,Cama Europa Tecido Lona Redonda N4 Animals Pet,DUPLICADO,SKU 1542 já existe (ID: 491)
325,1543,Cama Europa Tecido Lona Redonda N5 Animals Pet,DUPLICADO,SKU 1543 já existe (ID: 492)
326,1544,Cama Europa Tecido Lona Redonda N6 Animals Pet,DUPLICADO,SKU 1544 já existe (ID: 493)
327,199,Cama Flower Azul Redonda Tam M ref agro131,DUPLICADO,SKU 199 já existe (ID: 494)
328,201,Cama Flower Redonda Tam M ref agro128,DUPLICADO,SKU 201 já existe (ID: 495)
329,200,Cama Flower Redonda Tam P ref agro130,DUPLICADO,SKU 200 já existe (ID: 496)
330,198,Cama Flower Rosa Redonda Tam G ref agro129,DUPLICADO,SKU 198 já existe (ID: 497)
331,4960,Cama G2,DUPLICADO,SKU 4960 já existe (ID: 498)
332,190,Cama Iglu Tactel N1,DUPLICADO,SKU 190 já existe (ID: 499)
333,1382,Cama Iglu Tactel N2,DUPLICADO,SKU 1382 já existe (ID: 500)
334,191,Cama Iglu Tactel N3,DUPLICADO,SKU 191 já existe (ID: 501)
335,2467,Cama Kit Europa Luxo G Bicho Mimado,DUPLICADO,SKU 2467 já existe (ID: 502)
336,2468,Cama Kit Europa Luxo GG Bicho Mimado,DUPLICADO,SKU 2468 já existe (ID: 503)
337,2466,Cama Kit Europa Luxo M Bicho Mimado,DUPLICADO,SKU 2466 já existe (ID: 504)
338,2465,Cama Kit Europa Luxo P Bicho Mimado,DUPLICADO,SKU 2465 já existe (ID: 505)
339,2463,Cama Kit Europa Piscina G Bicho Mimado,DUPLICADO,SKU 2463 já existe (ID: 506)
340,2464,Cama Kit Europa Piscina GG Bicho Mimado,DUPLICADO,SKU 2464 já existe (ID: 507)
341,2462,Cama Kit Europa Piscina M Bicho Mimado,DUPLICADO,SKU 2462 já existe (ID: 508)
342,2461,Cama Kit Europa Piscina P Bicho Mimado,DUPLICADO,SKU 2461 já existe (ID: 509)
343,2460,Cama Kit Europa Piscina PP Bicho Mimado,DUPLICADO,SKU 2460 já existe (ID: 510)
344,196,Cama Korino Retangular Luxo Tam M Ref 105,DUPLICADO,SKU 196 já existe (ID: 511)
345,1107,"Cama Lucelia Paulistinha Pet 1,00X70",DUPLICADO,SKU 1107 já existe (ID: 512)
346,256,Cama Lucelia Paulistinha Pet 50x50,DUPLICADO,SKU 256 já existe (ID: 513)
347,254,Cama Lucelia Paulistinha Pet 50x70,DUPLICADO,SKU 254 já existe (ID: 514)
348,255,Cama Lucelia Paulistinha Pet 60x60,DUPLICADO,SKU 255 já existe (ID: 515)
349,2947,Cama Lucelia Paulistinha Pet 70x70,DUPLICADO,SKU 2947 já existe (ID: 516)
350,4956,Cama Luxo G,DUPLICADO,SKU 4956 já existe (ID: 517)
351,4955,Cama Luxo M,DUPLICADO,SKU 4955 já existe (ID: 518)
352,4954,Cama Luxo P,DUPLICADO,SKU 4954 já existe (ID: 519)
353,240,Cama Luxo Quadrada Tam G Sonecao,DUPLICADO,SKU 240 já existe (ID: 520)
354,239,Cama Luxo Quadrada Tam M Sonecao,DUPLICADO,SKU 239 já existe (ID: 521)
355,193,Cama Luxo Quadrada Tam P Sonecao,DUPLICADO,SKU 193 já existe (ID: 522)
356,5538,Cama Nuvem 68cm Natureza,DUPLICADO,SKU 5538 já existe (ID: 523)
357,5628,Cama Nuvem Tamanho Mini 30cm,DUPLICADO,SKU 5628 já existe (ID: 524)
358,3209,Cama Oval Pet Conrado N 2,DUPLICADO,SKU 3209 já existe (ID: 525)
359,3210,Cama Oval Pet Conrado N 3,DUPLICADO,SKU 3210 já existe (ID: 526)
360,3454,Cama Oval Prime G,DUPLICADO,SKU 3454 já existe (ID: 527)
361,3455,Cama Oval Prime GG,DUPLICADO,SKU 3455 já existe (ID: 528)
362,3453,Cama Oval Prime M,DUPLICADO,SKU 3453 já existe (ID: 529)
363,3452,Cama Oval Prime P,DUPLICADO,SKU 3452 já existe (ID: 530)
364,6003,Cama Pet Suspensa Elevada G SP,DUPLICADO,SKU 6003 já existe (ID: 531)
365,1056,Cama Pet Suspensa Elevada P SP,DUPLICADO,SKU 1056 já existe (ID: 532)
366,3458,Cama Quadrada - G,DUPLICADO,SKU 3458 já existe (ID: 533)
367,3459,Cama Quadrada - GG,DUPLICADO,SKU 3459 já existe (ID: 534)
368,3457,Cama Quadrada - M,DUPLICADO,SKU 3457 já existe (ID: 535)
369,3456,Cama Quadrada - P,DUPLICADO,SKU 3456 já existe (ID: 536)
370,4771,Cama Quadrada 60x60 Pet Dad,DUPLICADO,SKU 4771 já existe (ID: 537)
371,3199,Cama Quadrada Com Estampa GG Infinity,DUPLICADO,SKU 3199 já existe (ID: 538)
372,4772,Cama Quadrada Courinho na Lateral 60x60 Pet Dad,DUPLICADO,SKU 4772 já existe (ID: 539)
373,3198,Cama Quadrada G Infinity,DUPLICADO,SKU 3198 já existe (ID: 540)
374,1013,Cama Quadrada Lona e Tricolini G Animals Pet,DUPLICADO,SKU 1013 já existe (ID: 541)
375,1014,Cama Quadrada Lona e Tricolini GG Animals Pet,DUPLICADO,SKU 1014 já existe (ID: 542)
376,1012,Cama Quadrada Lona e Tricolini M Animals Pet,DUPLICADO,SKU 1012 já existe (ID: 543)
377,1011,Cama Quadrada Lona e Tricolini P Animals Pet,DUPLICADO,SKU 1011 já existe (ID: 544)
378,3197,Cama Quadrada M Infinity,DUPLICADO,SKU 3197 já existe (ID: 545)
379,3196,Cama Quadrada P Infinity,DUPLICADO,SKU 3196 já existe (ID: 546)
380,3213,Cama Quadrada Pet Conrado G,DUPLICADO,SKU 3213 já existe (ID: 547)
381,3212,Cama Quadrada Pet Conrado M,DUPLICADO,SKU 3212 já existe (ID: 548)
382,3211,Cama Quadrada Pet Conrado P,DUPLICADO,SKU 3211 já existe (ID: 549)
383,1454,Cama Quadrada Prime G Pet Cao,DUPLICADO,SKU 1454 já existe (ID: 550)
384,1453,Cama Quadrada Prime M Pet Cao,DUPLICADO,SKU 1453 já existe (ID: 551)
385,1452,Cama Quadrada Prime P Pet Cao,DUPLICADO,SKU 1452 já existe (ID: 552)
386,3499,Cama Redonda Gato Pet Cao,DUPLICADO,SKU 3499 já existe (ID: 553)
387,1280,Cama Redonda Marrom e Bege Lucelia,DUPLICADO,SKU 1280 já existe (ID: 554)
388,5645,Cama Redonda Nuvem G,DUPLICADO,SKU 5645 já existe (ID: 555)
389,5643,Cama Redonda Nuvem G Bicho Mimado,DUPLICADO,SKU 5643 já existe (ID: 556)
390,3825,Cama Redonda Nuvem G Pet Cao,DUPLICADO,SKU 3825 já existe (ID: 557)
391,5330,Cama Redonda Nuvem G SP,DUPLICADO,SKU 5330 já existe (ID: 558)
392,5648,Cama Redonda Nuvem G Unicornio,DUPLICADO,SKU 5648 já existe (ID: 559)
393,5333,Cama Redonda Nuvem Luxo G SP,DUPLICADO,SKU 5333 já existe (ID: 560)
394,5332,Cama Redonda Nuvem Luxo M SP,DUPLICADO,SKU 5332 já existe (ID: 561)
395,5331,Cama Redonda Nuvem Luxo P SP,DUPLICADO,SKU 5331 já existe (ID: 562)
396,5644,Cama Redonda Nuvem M,DUPLICADO,SKU 5644 já existe (ID: 563)
397,3824,Cama Redonda Nuvem M Pet Cao,DUPLICADO,SKU 3824 já existe (ID: 564)
398,5329,Cama Redonda Nuvem M SP,DUPLICADO,SKU 5329 já existe (ID: 565)
399,5328,Cama Redonda Nuvem P SP,DUPLICADO,SKU 5328 já existe (ID: 566)
400,1373,Cama Redonda Rosca,DUPLICADO,SKU 1373 já existe (ID: 567)
401,3120,Cama Retangular Bicho Mimado EXG,DUPLICADO,SKU 3120 já existe (ID: 568)
402,3119,Cama Retangular Bicho Mimado M  52x49,DUPLICADO,SKU 3119 já existe (ID: 569)
403,3118,Cama Retangular Bicho Mimado P 45x40,DUPLICADO,SKU 3118 já existe (ID: 570)
404,5422,Cama Retangular Infinity com Alca G,DUPLICADO,SKU 5422 já existe (ID: 571)
405,5421,Cama Retangular Infinity com Alca M,DUPLICADO,SKU 5421 já existe (ID: 572)
406,5419,Cama Retangular Infinity com Alca P,DUPLICADO,SKU 5419 já existe (ID: 573)
407,3971,Cama Sofa Luxo G,DUPLICADO,SKU 3971 já existe (ID: 574)
408,3208,Cama Sofa Pet Conrado,DUPLICADO,SKU 3208 já existe (ID: 575)
409,2707,Cama Standart N2 Pet Cao,DUPLICADO,SKU 2707 já existe (ID: 576)
410,2708,Cama Standart N3 Pet Cao,DUPLICADO,SKU 2708 já existe (ID: 577)
411,2709,Cama Standart N4 Pet Cao,DUPLICADO,SKU 2709 já existe (ID: 578)
412,197,Cama Tecido Retangular Ref 108 Tam M,DUPLICADO,SKU 197 já existe (ID: 579)
413,5544,Cama Toca Caveira G Bicho Mimado,DUPLICADO,SKU 5544 já existe (ID: 580)
414,3462,Cama Toca Luxo G,DUPLICADO,SKU 3462 já existe (ID: 581)
415,3463,Cama Toca Luxo GG,DUPLICADO,SKU 3463 já existe (ID: 582)
416,3461,Cama Toca Luxo M,DUPLICADO,SKU 3461 já existe (ID: 583)
417,3460,Cama Toca Luxo P,DUPLICADO,SKU 3460 já existe (ID: 584)
418,6056,Cama Toca Oca Tropical AZ 40X40X40cm,DUPLICADO,SKU 6056 já existe (ID: 585)
419,5543,Cama Toca Simples G,DUPLICADO,SKU 5543 já existe (ID: 586)
420,5420,Cama Top Pet PP Bicho Mimado 13x50x40,DUPLICADO,SKU 5420 já existe (ID: 587)
421,1525,Caminha 3 em 1 Dublado Animals Pet G,DUPLICADO,SKU 1525 já existe (ID: 588)
422,1526,Caminha 3 em 1 Dublado Animals Pet GG,DUPLICADO,SKU 1526 já existe (ID: 589)
423,1524,Caminha 3 em 1 Dublado Animals Pet M,DUPLICADO,SKU 1524 já existe (ID: 590)
424,1523,Caminha 3 em 1 Dublado Animals Pet P,DUPLICADO,SKU 1523 já existe (ID: 591)
425,1547,Caminha 3 em 1 Luxo G Animals Pet,DUPLICADO,SKU 1547 já existe (ID: 592)
426,1548,Caminha 3 em 1 Luxo GG Animals Pet,DUPLICADO,SKU 1548 já existe (ID: 593)
427,1546,Caminha 3 em 1 Luxo M Animals Pet,DUPLICADO,SKU 1546 já existe (ID: 594)
428,1545,Caminha 3 em 1 Luxo P Animals Pet,DUPLICADO,SKU 1545 já existe (ID: 595)
429,1515,Caminha 3 em 1 Premium Luxo G Pet Cao,DUPLICADO,SKU 1515 já existe (ID: 596)
430,1514,Caminha 3 em 1 Premium Luxo M Pet Cao,DUPLICADO,SKU 1514 já existe (ID: 597)
431,1513,Caminha 3 em 1 Premium Luxo P Pet Cao,DUPLICADO,SKU 1513 já existe (ID: 598)
432,1260,Caminha 3 em 1 Tricoline Animals Pet G,DUPLICADO,SKU 1260 já existe (ID: 599)
433,1394,Caminha 3 em 1 Tricoline Animals Pet GG,DUPLICADO,SKU 1394 já existe (ID: 600)
434,1522,Caminha 3 em 1 Tricoline Animals Pet M,DUPLICADO,SKU 1522 já existe (ID: 601)
435,1350,Caminha 3 em 1 Tricoline Animals Pet P,DUPLICADO,SKU 1350 já existe (ID: 602)
436,3900,Caminha Quadrada 55x55 Mundo Animal,DUPLICADO,SKU 3900 já existe (ID: 603)
437,2459,Caminha Quadrada G Bicho Mimado,DUPLICADO,SKU 2459 já existe (ID: 604)
438,2458,Caminha Quadrada M Bicho Mimado,DUPLICADO,SKU 2458 já existe (ID: 605)
439,2457,Caminha Quadrada P Bicho Mimado,DUPLICADO,SKU 2457 já existe (ID: 606)
440,1010,Caminha Toca Bicho Mimado G,DUPLICADO,SKU 1010 já existe (ID: 607)
441,3820,Caminha Toca Bicho Mimado GG,DUPLICADO,SKU 3820 já existe (ID: 608)
442,1009,Caminha Toca Bicho Mimado M,DUPLICADO,SKU 1009 já existe (ID: 609)
443,2456,Caminha Toca Redonda Bicho Mimado G,DUPLICADO,SKU 2456 já existe (ID: 610)
444,2455,Caminha Toca Redonda Bicho Mimado M,DUPLICADO,SKU 2455 já existe (ID: 611)
445,2454,Caminha Toca Redonda Bicho Mimado P,DUPLICADO,SKU 2454 já existe (ID: 612)
446,3418,Caneca Aluminio com Borboleta G,DUPLICADO,SKU 3418 já existe (ID: 613)
447,3419,Caneca Aluminio com Borboleta GG,DUPLICADO,SKU 3419 já existe (ID: 614)
448,3417,Caneca Aluminio com Borboleta M,DUPLICADO,SKU 3417 já existe (ID: 615)
449,3415,Caneca Aluminio com Borboleta P,DUPLICADO,SKU 3415 já existe (ID: 616)
450,4174,Canister FuracaoPet 15kg,DUPLICADO,SKU 4174 já existe (ID: 617)
451,4365,Canister FuracaoPet 20kg,DUPLICADO,SKU 4365 já existe (ID: 618)
452,3025,Canister FuracaoPet 6kg,DUPLICADO,SKU 3025 já existe (ID: 619)
453,3024,"Canister FuracaoPet C/ Comedouro 4,5kg",DUPLICADO,SKU 3024 já existe (ID: 620)
454,2964,CANISTER GOLDEN GATOS 01 TRADE MKT,DUPLICADO,SKU 2964 já existe (ID: 621)
455,2965,CANISTER GOLDEN GATOS 02 TRADE MKT,DUPLICADO,SKU 2965 já existe (ID: 622)
456,3027,Canister Redondo Para Ração 15 Kg,DUPLICADO,SKU 3027 já existe (ID: 623)
457,14,Caotil 3 em 1 Furacaopet,DUPLICADO,SKU 14 já existe (ID: 624)
458,1899,Capa de Chuva,DUPLICADO,SKU 1899 já existe (ID: 625)
459,3154,Capa de Chuva XXL SP,DUPLICADO,SKU 3154 já existe (ID: 626)
460,2434,Capa para Gaiola 49x22 N03,DUPLICADO,SKU 2434 já existe (ID: 627)
461,2435,Capa para Gaiola 54x22 N04,DUPLICADO,SKU 2435 já existe (ID: 628)
462,2433,Capa para Gaiolas 62x25x21 N07,DUPLICADO,SKU 2433 já existe (ID: 629)
463,5352,"Capa Protetora Para Banco de Carro 1mx1,39",DUPLICADO,SKU 5352 já existe (ID: 630)
464,5365,Capa Protetora Para Banco Dianteiro de Carro 1mx50cm,DUPLICADO,SKU 5365 já existe (ID: 631)
465,2739,Capa Protetora Para Banco e Assoalho Carro,DUPLICADO,SKU 2739 já existe (ID: 632)
466,1237,Carrinho Para Transporte,DUPLICADO,SKU 1237 já existe (ID: 633)
467,4043,Cartela Coleira p Gato c Guizo SP,DUPLICADO,SKU 4043 já existe (ID: 634)
468,3606,Cartela Coleiras Gato Veludo e Strass,DUPLICADO,SKU 3606 já existe (ID: 635)
469,1022,Cartela Coleiras M,DUPLICADO,SKU 1022 já existe (ID: 636)
470,2612,Cartela com Pingente para Coleira Ossinho G,DUPLICADO,SKU 2612 já existe (ID: 637)
471,2610,Cartela com Pingente para Coleira P,DUPLICADO,SKU 2610 já existe (ID: 638)
472,3439,Cartela de Coleiras Com Placa Infinity,DUPLICADO,SKU 3439 já existe (ID: 639)
473,3683,Cartela Infinity Gato Luxo Seda,DUPLICADO,SKU 3683 já existe (ID: 640)
474,5308,Casa de Gato de Madeira,DUPLICADO,SKU 5308 já existe (ID: 641)
475,3407,Casa Toca De Gato Donut,DUPLICADO,SKU 3407 já existe (ID: 642)
476,4099,Casinha Chamine N1,DUPLICADO,SKU 4099 já existe (ID: 643)
477,4100,Casinha Chamine N2,DUPLICADO,SKU 4100 já existe (ID: 644)
478,4087,Casinha Chamine N3,DUPLICADO,SKU 4087 já existe (ID: 645)
479,4086,Casinha Chamine N4,DUPLICADO,SKU 4086 já existe (ID: 646)
480,4085,Casinha Chamine N5,DUPLICADO,SKU 4085 já existe (ID: 647)
481,3492,Casinha Ecologica Desmontavel N2,DUPLICADO,SKU 3492 já existe (ID: 648)
482,3493,Casinha Ecologica Desmontavel N3,DUPLICADO,SKU 3493 já existe (ID: 649)
483,3233,Casinha Mega Facil N 3,DUPLICADO,SKU 3233 já existe (ID: 650)
484,5207,Casinha Plastica para Hamster - AssisPet,DUPLICADO,SKU 5207 já existe (ID: 651)
485,3332,Casinha Plastica Quadrada Furacao Pet N5 L51xC67xA51,DUPLICADO,SKU 3332 já existe (ID: 652)
486,3491,Casinha Toca Ecologica para Coelho e Porquinho das India,DUPLICADO,SKU 3491 já existe (ID: 653)
487,5603,Casinha Toca Impermeavel para Pet,DUPLICADO,SKU 5603 já existe (ID: 654)
488,4897,Cat it Cocadinha para Gato,DUPLICADO,SKU 4897 já existe (ID: 655)
489,5279,Cat Tunel de Gato MasterPet,DUPLICADO,SKU 5279 já existe (ID: 656)
490,2777,Cata Caca Refil 3 unidades,DUPLICADO,SKU 2777 já existe (ID: 657)
491,3967,Cata Caca Refil 4 unidades,DUPLICADO,SKU 3967 já existe (ID: 658)
492,3693,Catnip Erva de gato 2g,DUPLICADO,SKU 3693 já existe (ID: 659)
493,2157,Catnip Erva do Gato,DUPLICADO,SKU 2157 já existe (ID: 660)
494,3692,Catnip Spray  Catdog 100ml,DUPLICADO,SKU 3692 já existe (ID: 661)
495,2898,Catnip Spray 120ml,DUPLICADO,SKU 2898 já existe (ID: 662)
496,3691,Catnip Spray Genial Pet 100ml,DUPLICADO,SKU 3691 já existe (ID: 663)
497,4542,Cenoura de Calcio para Roedores Rodente Alcon Club 30g,DUPLICADO,SKU 4542 já existe (ID: 664)
498,4839,Cercado Dog Wall para Caes Cod 925,DUPLICADO,SKU 4839 já existe (ID: 665)
499,2171,"Cercado Galvanizado G 65,5X48",DUPLICADO,SKU 2171 já existe (ID: 666)
500,2172,Cercado Galvanizado GG 78X48,DUPLICADO,SKU 2172 já existe (ID: 667)
1617,1007,Toca Luxo M,DUPLICADO,SKU 1007 já existe (ID: 108)
2806,666,Escova de Borracha Furacao Pet,DUPLICADO,SKU 666 já existe (ID: 112)
3479,98,Enforcador de Garra Fila N3,DUPLICADO,SKU 98 já existe (ID: 104)
3760,835,Cefa-Cure 10x200mg,DUPLICADO,SKU 835 já existe (ID: 100)
3957,1244,"Flamavet Meloxicam 0,2%  Anti-Inflamatorio 20ml",DUPLICADO,SKU 1244 já existe (ID: 101)
3985,823,Giardicid 500mg 10 Comprimidos,DUPLICADO,SKU 823 já existe (ID: 107)
4154,969,Nutrisana Megaton 500mg 30comp,DUPLICADO,SKU 969 já existe (ID: 110)
4247,832,"Posatex 17,5ml (15g)",DUPLICADO,SKU 832 já existe (ID: 114)
4266,1242,Procart 25 suplemento Alimentar Caes 60 Comprimidos,DUPLICADO,SKU 1242 já existe (ID: 102)
4652,598,Rex Shampoo Neutro 500ml,DUPLICADO,SKU 598 já existe (ID: 106)
4791,1006,Racao Bancat Mix Granel,DUPLICADO,SKU 1006 já existe (ID: 113)
5875,357,Racao Special Dog Junior 20kg,DUPLICADO,SKU 357 já existe (ID: 99)
6060,1071,Melos Pet Roupinha Natal G,DUPLICADO,SKU 1071 já existe (ID: 109)
6124,130,Roupa de Soft N22,DUPLICADO,SKU 130 já existe (ID: 115)
6308,1086,Vestido com Laco PP,DUPLICADO,SKU 1086 já existe (ID: 105)
6348,883,Vestidos Medio,DUPLICADO,SKU 883 já existe (ID: 111)
6355,855,Vacina Nobivac Feline V4,DUPLICADO,SKU 855 já existe (ID: 103)
6359,,,ERRO,'NoneType' object has no attribute 'strip'
